client_id,nombre,email,telefono,genero,fecha_registro,registro_valido,motivo_descarte
CL-07490,Noemí Aránzazu Perez Somoza,,7109935819217,Femenino,2024-10-16,False,Email inválido
CL-07500,@Oliver,correo@.com,,Masculino,2024-07-16,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-12533,Juana Cazorla Estrada,taboadacarmen@example.net,34819546100,No especificado,2025-02-08,False,Género inválido
CL-12537,Cristian Galan Cifuentes,,7718807336522,Masculino,2024-02-18,False,Email inválido
CL-12539,Marino Tena Leal,felixporras@example.net,,Femenino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-07528,Graciela Murillo Alcalá,olegariomateos@example.org,6520071720110,No especificado,2024-02-13,False,Género inválido
CL-07530,@Oliver,@gmail.com,6477391062995,Femenino,2023-10-08,False,Email inválido
CL-07536,Alejandro Rodrigo Segarra Doménech,luciano65@example.net,34879409562,No especificado,2025-07-20,False,Género inválido
CL-07540,Julie Martin Maldonado,correo@.com,4466248808325,Femenino,2023-12-14,False,Email inválido
CL-12542,Rufino Bosch Dalmau,uarteaga@example.net,1487431485153,No especificado,2025-07-23,False,Género inválido
CL-07548,María Dolores Cases Morales,xluna@example.com,,Femenino,2024-10-10,False,"Teléfono inválido, Teléfono ausente"
CL-07550,Artemio Gastón Villena Cobo,,4531167709826,Masculino,2025-06-26,False,Email inválido
CL-07560,@Oliver,sanmartintimoteo@example.net,,No especificado,2026-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-07570,Gastón Reyes Ariño,,0860495871784,Femenino,2025-01-21,False,Email inválido
CL-12549,Maricruz Fortuny Bustos,lisandro51@example.com,,Femenino,2025-01-09,False,"Teléfono inválido, Teléfono ausente"
CL-12553,Berto Infante Franch,correo@.com,3248026838112,Femenino,2025-05-02,False,Email inválido
CL-07584,Omar Galan Torrent,antonia06@example.net,,No especificado,2025-03-31,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-07590,Quique Piña Villar,@gmail.com,5718516708758,Femenino,2023-10-05,False,Email inválido
CL-12558,Georgina Tejada Borrell,moisesmurcia@example.com,9989559899504,No especificado,2023-08-28,False,Género inválido
CL-12559,Adela Tena,penasjulio@example.org,,Masculino,2025-06-26,False,"Teléfono inválido, Teléfono ausente"
CL-12560,Osvaldo Valderrama Prats,,2937150434594,Femenino,2025-01-18,False,Email inválido
CL-07608,Yaiza Estévez Chamorro,nestor69@example.net,,No especificado,2024-07-14,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-07620,123,correo@.com,,Masculino,2025-02-08,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-07624,Ligia Torrents Peral,gertrudiscanton@example.com,5712773277192,No especificado,2024-05-13,False,Género inválido
CL-07630,Luciano Roldán Sanchez Fuentes,correo@.com,6464517674413,Femenino,2024-11-07,False,Email inválido
CL-12569,Marcelo Pedrosa Agustín,damaya@example.org,,Masculino,2024-12-26,False,"Teléfono inválido, Teléfono ausente"
CL-07640,Leticia Aragonés Aguiló,@gmail.com,0335847927972,No especificado,2025-03-06,False,"Email inválido, Género inválido"
CL-07644,Ramiro de Español,lucas28@example.net,,Masculino,2023-12-10,False,"Teléfono inválido, Teléfono ausente"
CL-07650,,@gmail.com,7310254947284,Masculino,2024-03-06,False,Email inválido
CL-07656,Aroa del Monreal,ccorrea@example.org,,Masculino,2023-11-29,False,"Teléfono inválido, Teléfono ausente"
CL-12581,Estrella Tomás,,8001780595696,Masculino,2024-02-08,False,Email inválido
CL-07664,Pánfilo Tristán Vendrell Pina,santamariaxiomara@example.net,8911712374950,No especificado,2025-07-01,False,Género inválido
CL-12584,Carolina Fabra,ana-belen44@example.com,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-07670,Gabino Zurita,correo@.com,3845560787946,Masculino,2024-06-25,False,Email inválido
CL-12591,Otilia del Navarrete,,,Masculino,2024-07-03,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-07690,Dominga Montenegro Baquero,,3903318780439,Femenino,2023-09-13,False,Email inválido
CL-12600,Álvaro Uriarte Porras,eloisa38@example.net,4384879692401,No especificado,2025-03-02,False,Género inválido
CL-07704,Cirino Carrasco Mosquera,linaolivares@example.net,,Femenino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-07712,Genoveva Barceló Ros,samubustamante@example.com,3679434250365,No especificado,2024-05-14,False,Género inválido
CL-07716,Magdalena Felicidad Saura Cabo,ktrillo@example.org,,Masculino,2024-10-02,False,"Teléfono inválido, Teléfono ausente"
CL-12610,Pánfilo Jover Alcolea,@gmail.com,7591448715534,No especificado,2023-08-26,False,"Email inválido, Género inválido"
CL-12614,Domitila Zamora Perera,iniguezcarmelo@example.com,34872900818,No especificado,2023-09-08,False,Género inválido
CL-12616,Vicente Garcia Pino,@gmail.com,0968024565572,Masculino,2024-09-23,False,Email inválido
CL-07736,Sonia Giner Molins,ytorrent@example.net,0084521545822,No especificado,2023-11-29,False,Género inválido
CL-07740,@Oliver,,,Femenino,2024-03-18,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-07750,Quirino Aguirre-Vila,,8243958190013,Femenino,2024-12-08,False,Email inválido
CL-07752,Cayetana Alfaro Galindo,salmagro@example.net,,No especificado,2024-03-07,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-07760,Reyes Fuentes Olivé,@gmail.com,1751299028808,Masculino,2025-02-20,False,Email inválido
CL-07764,Odalys Nilda Carmona Tomas,rportillo@example.net,,Masculino,2024-10-20,False,"Teléfono inválido, Teléfono ausente"
CL-07768,María Pilar Arenas Bernal,usaura@example.net,8163043649567,No especificado,2023-12-13,False,Género inválido
CL-07776,Estela Reguera-Abril,rpinilla@example.org,,No especificado,2026-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-07780,Paloma Arce Nogueira,,1216580917490,Masculino,2025-03-26,False,Email inválido
CL-07790,Pánfilo Oliver Hoz,,2896663159522,Masculino,2023-11-21,False,Email inválido
CL-07792,Fortunato Agustí Feijoo,bertaelias@example.com,7376812016542,No especificado,2025-02-13,False,Género inválido
CL-07800,123,,,Femenino,2025-04-20,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-07808,Victorino Donoso Rocha,zadadia@example.com,5401766809847,No especificado,2024-03-10,False,Género inválido
CL-07810,Elba Gisbert Sarabia,,7817419686685,Femenino,2025-05-01,False,Email inválido
CL-07816,Candelario Roberto Peñalver Arranz,gilberto26@example.com,3070855320301,No especificado,2025-06-17,False,Género inválido
CL-12647,Consuela Jordá Delgado,checageronimo@example.com,34877965659,No especificado,2023-09-17,False,Género inválido
CL-07830,,@gmail.com,0449714096000,Femenino,2000-01-01,False,Email inválido
CL-07836,Albina Barberá Aguiló,ncabezas@example.net,,Femenino,2023-11-23,False,"Teléfono inválido, Teléfono ausente"
CL-12653,Vito de Llamas,,5005925917216,Masculino,2024-12-26,False,Email inválido
CL-12658,Ainoa Lara,ncanals@example.org,34941663397,No especificado,2026-01-01,False,Género inválido
CL-12659,Irma Ochoa Pinedo,correo@.com,2369569485132,Femenino,2023-09-18,False,Email inválido
CL-07856,Valerio Portero,gaguila@example.net,1307754972786,No especificado,2025-04-17,False,Género inválido
CL-07860,José Mari Valenciano Ribes,correo@.com,34874477135,Femenino,2023-12-30,False,Email inválido
CL-07870,Adriana Francisca Barón Vizcaíno,,7088198214253,Femenino,2025-06-09,False,Email inválido
CL-07872,Chus Moles Valera,osaldana@example.org,,Femenino,2025-02-06,False,"Teléfono inválido, Teléfono ausente"
CL-12670,Mauricio Catalá Vallés,@gmail.com,2720720896059,Femenino,2023-12-12,False,Email inválido
CL-07884,Emiliano Llano,benjamin25@example.net,,Femenino,2023-09-24,False,"Teléfono inválido, Teléfono ausente"
CL-12672,Albano Almagro Rosselló,agustinamacias@example.com,2815042917921,No especificado,2025-01-06,False,Género inválido
CL-07890,,correo@.com,9907648670774,Masculino,2025-08-03,False,Email inválido
CL-07896,Martina Blanes Amor,amparo69@example.org,,Masculino,2024-10-06,False,"Teléfono inválido, Teléfono ausente"
CL-12675,Anabel Gimeno Marín,correo@.com,5693741364634,Masculino,2025-07-17,False,Email inválido
CL-12677,Camila Paniagua Lucena,vidalaguilera@example.org,9688764853796,No especificado,2023-12-25,False,Género inválido
CL-12679,Tadeo Juan Carlos Fuertes Giralt,crescencia76@example.net,,Masculino,2025-06-19,False,"Teléfono inválido, Teléfono ausente"
CL-07920,123,jsaenz@example.com,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-07928,Lucas del Milla,rhigueras@example.com,5050547388551,No especificado,2024-06-03,False,Género inválido
CL-12691,Florencio Exposito Villalba,eduardoguillen@example.com,6590490949497,No especificado,2024-11-04,False,Género inválido
CL-12692,Iván Yáñez Izquierdo,correo@.com,1294045960179,Femenino,2024-10-26,False,Email inválido
CL-07944,Ligia Badía Leiva,tadeonavarro@example.net,34803382114,No especificado,2023-09-28,False,Género inválido
CL-12697,Conrado Ibáñez Pedro,chus93@example.com,0754085977662,No especificado,2023-11-21,False,Género inválido
CL-12700,Raquel del Andrade,,1925138239320,No especificado,2024-02-28,False,"Email inválido, Género inválido"
CL-12704,Bruno Aliaga Losada,pllorente@example.net,,Masculino,2025-03-06,False,"Teléfono inválido, Teléfono ausente"
CL-07970,Rocío Enríquez Estrada,,9715853319315,Masculino,2023-12-28,False,Email inválido
CL-07976,Andrés Felipe Nicolás,margaritatome@example.org,7831472419338,No especificado,2025-03-23,False,Género inválido
CL-12709,Malena Belen Torrijos Meléndez,,1072732880059,Masculino,2025-05-11,False,Email inválido
CL-12711,Amancio Solé Roman,tellojose-manuel@example.net,,Femenino,2024-11-04,False,"Teléfono inválido, Teléfono ausente"
CL-12713,Feliciana Duque Bilbao,@gmail.com,7787638909653,Femenino,2023-08-30,False,Email inválido
CL-12716,Marino Plana Aznar,nydiagaliano@example.net,,Femenino,2023-09-13,False,"Teléfono inválido, Teléfono ausente"
CL-08008,Sigfrido del Barranco,alberolavictoriano@example.net,9898401326281,No especificado,2025-07-13,False,Género inválido
CL-12717,,,7468457259488,Masculino,2026-01-01,False,Email inválido
CL-08016,Tristán Aragonés Blanes,erasmo52@example.org,,Femenino,2025-04-17,False,"Teléfono inválido, Teléfono ausente"
CL-12721,Íñigo Galan-Álamo,,2742237708481,Femenino,2024-09-28,False,Email inválido
CL-08024,Donato Pou Bou,guardiaanastasia@example.net,0880263673632,No especificado,2024-02-29,False,Género inválido
CL-08028,Gervasio Arjona Sainz,heriberto58@example.net,,Masculino,2023-11-18,False,"Teléfono inválido, Teléfono ausente"
CL-08030,Encarnita del Gilabert,,8630231286895,Masculino,2023-10-19,False,Email inválido
CL-12726,Alfredo Giralt-Carbonell,ariadnapineiro@example.com,6265820560426,No especificado,2024-05-30,False,Género inválido
CL-12728,123,cfortuny@example.org,,Masculino,2024-01-21,False,"Teléfono inválido, Teléfono ausente"
CL-12731,Ovidio Calderón Querol,dcervera@example.com,9654160433855,No especificado,2024-02-17,False,Género inválido
CL-12732,Fabricio Herranz Arias,@gmail.com,3759735144479,Masculino,2024-02-28,False,Email inválido
CL-12733,Amancio Amat Llorente,sierraambar@example.com,,Femenino,2023-12-02,False,"Teléfono inválido, Teléfono ausente"
CL-12736,Samu Ruano Dueñas,jpedrero@example.org,3385743908373,No especificado,2025-05-04,False,Género inválido
CL-12737,Mar Vega Almansa,,6131083142390,Femenino,2025-07-26,False,Email inválido
CL-08064,Faustino Marcos Nebot,ricotamayo@example.net,,No especificado,2025-06-04,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-08070,123,@gmail.com,9422869898523,Masculino,2024-03-06,False,Email inválido
CL-12743,Andrea de Gálvez,galianoabel@example.org,0200551695008,No especificado,2024-12-02,False,Género inválido
CL-12745,Ramón Pellicer Benavente,nydiasainz@example.com,,Femenino,2025-01-23,False,"Teléfono inválido, Teléfono ausente"
CL-08080,Ana Belén Rafaela Cuéllar Escobar,correo@.com,3526998763761,Masculino,2025-06-26,False,Email inválido
CL-08088,Elías Barón,pinedojulian@example.org,,No especificado,2025-05-22,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-08090,Noemí Rodrigo Carreño,@gmail.com,5453749719719,Femenino,2025-01-28,False,Email inválido
CL-12752,Guillermo Moreno Vallés Segura,claudioestevez@example.com,0878307538716,No especificado,2025-05-29,False,Género inválido
CL-12754,Reyna Garriga Bastida,,,Femenino,2024-12-23,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-12757,Eufemia Jara-Valderrama,leonoriana@example.org,2937751325375,No especificado,2024-04-30,False,Género inválido
CL-12760,Agustina Campo Mariscal,,6359265318891,Masculino,2024-09-11,False,Email inválido
CL-08112,Alberto del Santamaria,edu62@example.org,,No especificado,2025-04-04,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-12765,Ámbar Villegas Anglada,@gmail.com,2578431745611,Femenino,2025-07-28,False,Email inválido
CL-08130,@Oliver,correo@.com,1925172484679,Femenino,2024-02-16,False,Email inválido
CL-08140,Encarnacion Agudo Boix,correo@.com,4772797541201,Masculino,2024-06-08,False,Email inválido
CL-08148,José del Ayllón,eleuteriohuertas@example.org,,Masculino,2025-06-07,False,"Teléfono inválido, Teléfono ausente"
CL-08150,Margarita Badía Codina,,7465560202058,Masculino,2024-09-26,False,Email inválido
CL-12779,Fidel Grande Escamilla,criadohipolito@example.org,9306246551716,No especificado,2025-05-09,False,Género inválido
CL-12783,123,silviosolana@example.net,,Masculino,2023-09-17,False,"Teléfono inválido, Teléfono ausente"
CL-08168,Dulce Amigó Torrent,marina80@example.com,5155084140810,No especificado,2023-12-01,False,Género inválido
CL-08170,Imelda Luz Borrego Ledesma,,7632615316561,Masculino,2024-11-25,False,Email inválido
CL-08176,Reinaldo Sandoval Almeida,clotildevazquez@example.com,7176634314328,No especificado,2024-11-23,False,Género inválido
CL-12794,Fausto Morcillo Soto,badiamartirio@example.com,,Femenino,2024-05-17,False,"Teléfono inválido, Teléfono ausente"
CL-08190,@Oliver,,8933019479215,Masculino,2024-05-15,False,Email inválido
CL-12802,Ruben Julián,correo@.com,3254341057365,No especificado,2025-02-10,False,"Email inválido, Género inválido"
CL-12803,Alma Ugarte,arenaseladio@example.com,,No especificado,2000-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-08210,Piedad Pineda Galindo,correo@.com,5869702450677,Masculino,2023-11-01,False,Email inválido
CL-08216,Moisés Sanabria Benito,hipolito83@example.org,6359910796945,No especificado,2025-06-11,False,Género inválido
CL-08220,@Oliver,,,Femenino,2023-12-13,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-08230,Marisa Castellanos Valentín,@gmail.com,3812054368937,Femenino,2025-06-10,False,Email inválido
CL-08232,Eva Palau-Tejada,alba39@example.net,,No especificado,2024-02-11,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-12816,Carmela Ocaña Gascón,,5141777047987,Femenino,2023-09-10,False,Email inválido
CL-08248,Emiliana Feijoo Valls,npadilla@example.com,3109352686782,No especificado,2024-08-25,False,Género inválido
CL-08250,@Oliver,,9519204715404,Femenino,2024-05-12,False,Email inválido
CL-12822,Elba Alfaro Peinado,garayvictor@example.com,,No especificado,2024-10-11,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-12824,Primitiva Escolano,@gmail.com,5977571625159,Masculino,2024-10-28,False,Email inválido
CL-12827,Andrés Felipe Aguilera Mesa,florinacodina@example.net,3490574403483,No especificado,2025-01-04,False,Género inválido
CL-12828,Albina del Martorell,,6976658804170,Femenino,2024-08-10,False,Email inválido
CL-08280,,qquiros@example.com,34848821055,No especificado,2026-01-01,False,Género inválido
CL-08288,Narciso Ángel,fuenteperlita@example.net,9933073059281,No especificado,2025-01-30,False,Género inválido
CL-12840,María Del Carmen Bru Herrera,correo@.com,5555812978926,Femenino,2025-05-21,False,Email inválido
CL-12841,Blas Noriega Llanos,benigna23@example.net,,Masculino,2025-02-12,False,"Teléfono inválido, Teléfono ausente"
CL-12852,Pablo Lerma Peña,,8135217507816,Masculino,2024-03-11,False,Email inválido
CL-08312,Adelia Marin-Seguí,juan-luissedano@example.com,6415678036643,No especificado,2024-06-10,False,Género inválido
CL-08316,Gema Torrecilla Dávila,aurelio57@example.org,,Femenino,2024-01-04,False,"Teléfono inválido, Teléfono ausente"
CL-08320,Ana Sastre,correo@.com,5801473818147,No especificado,2024-01-30,False,"Email inválido, Género inválido"
CL-08328,Juanita Manrique Barbero,maribel87@example.org,,No especificado,2025-07-06,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-08330,Elvira Ortega,,6090083118058,Masculino,2025-06-24,False,Email inválido
CL-08336,Berta Ugarte Palomar,modestoaramburu@example.net,7821358019637,No especificado,2025-04-17,False,Género inválido
CL-08340,123,,,Masculino,2024-11-22,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-08344,Balduino Acedo Peñalver,victor32@example.org,3483079402455,No especificado,2024-09-09,False,Género inválido
CL-08350,María Teresa Páez Duarte,@gmail.com,9234452657063,Masculino,2025-01-31,False,Email inválido
CL-08352,Jose Francisco Alba Aroca,adan56@example.net,,Femenino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-08360,Alondra Rocha Tenorio,,1038505013140,No especificado,2024-10-15,False,"Email inválido, Género inválido"
CL-08364,Fito Sotelo,miroale@example.net,,Masculino,2024-07-24,False,"Teléfono inválido, Teléfono ausente"
CL-12861,Felisa Barrera Esteban,albinoestevez@example.com,8196165118450,No especificado,2024-10-21,False,Género inválido
CL-08370,Heriberto de Cortés,correo@.com,7483055133370,Femenino,2000-01-01,False,Email inválido
CL-08376,Ignacio Leandro Olivares Aparicio,leonardo62@example.com,,No especificado,2025-02-20,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-08384,Etelvina de Aguilar,jose-maria83@example.com,3997283619035,No especificado,2024-08-13,False,Género inválido
CL-08392,Eligio Carnero Alberto,adelinaespanol@example.com,4759875477070,No especificado,2023-09-30,False,Género inválido
CL-12869,,@gmail.com,,No especificado,2025-01-01,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-08412,Ágata Osuna,albertopalomo@example.org,,Masculino,2025-07-26,False,"Teléfono inválido, Teléfono ausente"
CL-12873,América Cuevas Menéndez,,9648700852355,Masculino,2025-05-09,False,Email inválido
CL-12874,Candelas Barranco-Ibañez,juan-luis06@example.net,,No especificado,2024-08-31,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-12876,Nilda Olmedo Ferrández,@gmail.com,6457146013140,Femenino,2025-08-21,False,Email inválido
CL-08436,Victor Gonzalez Egea,pablonunez@example.org,,Femenino,2023-10-15,False,"Teléfono inválido, Teléfono ausente"
CL-08440,Ariel Soler Agudo,,0744130095428,No especificado,2024-09-08,False,"Email inválido, Género inválido"
CL-12882,Encarna Quirós Escudero,espanaitziar@example.net,,No especificado,2025-01-03,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-08450,Olga Arce Noguera,,3303124983651,Femenino,2024-08-03,False,Email inválido
CL-08456,Jesús Rodrigo Sastre,valentinacastellanos@example.org,0189782806651,No especificado,2023-12-03,False,Género inválido
CL-08460,René Arnau-Alemán,@gmail.com,34958713179,Masculino,2026-01-01,False,Email inválido
CL-08464,Teresa Marin,coronaestevez@example.net,3869539395899,No especificado,2024-04-15,False,Género inválido
CL-12889,Irene Cabo Manuel,,1956988449006,Masculino,2024-08-31,False,Email inválido
CL-08472,Jacobo Heredia-Carrera,maria44@example.org,34847170992,No especificado,2025-07-17,False,Género inválido
CL-12894,Marcela Luz Aguiló Torrens,@gmail.com,7739692017984,Masculino,2024-10-05,False,Email inválido
CL-08484,Cesar Diaz Vizcaíno,colllilia@example.org,,Femenino,2025-01-16,False,"Teléfono inválido, Teléfono ausente"
CL-08488,María Ángeles Domingo Baena,escolanosancho@example.net,4672247564546,No especificado,2024-02-15,False,Género inválido
CL-08490,,,6290914241534,Femenino,2024-11-02,False,Email inválido
CL-12899,Priscila Esteve Arcos,ugarteabigail@example.org,34882654083,No especificado,2000-01-01,False,Género inválido
CL-12900,Herminia Graciana Clemente Coll,,0830250937840,Femenino,2024-12-05,False,Email inválido
CL-08504,Anselmo Gaya Vega,chus61@example.com,5699140296485,No especificado,2024-02-04,False,Género inválido
CL-12903,Purificación Nazaret Arjona Romeu,tmendez@example.net,,Masculino,2025-05-18,False,"Teléfono inválido, Teléfono ausente"
CL-12905,Vinicio Madrid Jimenez,juanitabaez@example.org,8940193180235,No especificado,2024-04-22,False,Género inválido
CL-12910,Albano Serra Arregui,,,No especificado,2024-12-29,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-08528,Morena Blanco-Cases,dmontes@example.com,6459568847518,No especificado,2025-01-13,False,Género inválido
CL-12914,Mónica Mayoral Pombo,@gmail.com,0911867734555,Femenino,2024-03-23,False,Email inválido
CL-12917,Candelaria Barón Grau,josepvilaplana@example.com,9757540071221,No especificado,2025-06-02,False,Género inválido
CL-12920,José Ángel Vicens Azcona,,8153490650342,Masculino,2025-01-10,False,Email inválido
CL-08544,Leocadia Cerdán Lasa,bernardita74@example.net,,No especificado,2024-09-14,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-08552,María Teresa Iriarte Lumbreras,dllanos@example.net,5419984572709,No especificado,2023-12-10,False,Género inválido
CL-12925,Florina Agustí-Espejo,cbello@example.net,,Masculino,2025-02-11,False,"Teléfono inválido, Teléfono ausente"
CL-12927,Ignacia Vilar Villaverde,,9317331993582,No especificado,2023-11-05,False,"Email inválido, Género inválido"
CL-08568,Pascual Guitart Sosa,jordanedelmira@example.com,,Masculino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-08570,Salvador Vergara,correo@.com,8555874425015,Femenino,2024-03-12,False,Email inválido
CL-08584,Crescencia del Cabo,cgallo@example.com,8814472347381,No especificado,2024-05-21,False,Género inválido
CL-12937,Domitila Dora Durán Lladó,millanbegona@example.com,,No especificado,2023-12-17,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-08600,Esmeralda Jaume Palau,correo@.com,1774944576261,No especificado,2023-11-26,False,"Email inválido, Género inválido"
CL-12940,Ale Berrocal Ayuso,rescribano@example.com,7349277226131,No especificado,2024-06-30,False,Género inválido
CL-12941,,correo@.com,2222265354788,Masculino,2023-12-15,False,Email inválido
CL-08616,Carla Castro Plana,gpedro@example.net,34878843103,No especificado,2024-08-17,False,Género inválido
CL-08620,Pío Aguiló Vilaplana,,6598768717587,Masculino,2023-11-23,False,Email inválido
CL-12944,Ágata Durán Marí,pilar57@example.com,9670067294082,No especificado,2023-12-14,False,Género inválido
CL-12947,Pepita Barbero Palomo,uarana@example.com,1869333008107,No especificado,2024-01-28,False,Género inválido
CL-08640,@Oliver,,,No especificado,2026-01-01,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-08650,Joaquina Larrañaga Cárdenas,,2858705051916,Femenino,2024-09-17,False,Email inválido
CL-08652,Mateo Velázquez Lopez,lopezrosalia@example.com,,Femenino,2024-10-29,False,"Teléfono inválido, Teléfono ausente"
CL-08664,Sandalio Gallego Nogueira,macarenamiralles@example.net,,No especificado,2024-08-04,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-08670,@Oliver,correo@.com,9055596643460,Femenino,2024-03-10,False,Email inválido
CL-12961,Fabiola España Arcos,julia81@example.org,,Femenino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-08680,Calixta Ana Sofía Aramburu Macias,correo@.com,7123497772896,Femenino,2024-09-06,False,Email inválido
CL-08688,Toribio Hernando Lara,brunildachaparro@example.com,,Masculino,2025-08-17,False,"Teléfono inválido, Teléfono ausente"
CL-12967,Merche de Azorin,correo@.com,3704460981129,Masculino,2023-09-23,False,Email inválido
CL-12971,Herberto Guardia Elías,,34861135405,Masculino,2024-12-08,False,Email inválido
CL-08710,Wálter Ramos Morán,correo@.com,6239077203191,Femenino,2024-01-31,False,Email inválido
CL-08712,Marciano Segovia Barragán,rhuertas@example.com,,No especificado,2000-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-12979,Andrea Cantón Toledo,@gmail.com,5335623699220,Masculino,2023-10-06,False,Email inválido
CL-08724,Adán Morán,salgadolucila@example.com,,Femenino,2024-12-26,False,"Teléfono inválido, Teléfono ausente"
CL-08730,@Oliver,,1212817307529,Femenino,2026-01-01,False,Email inválido
CL-08736,Odalis Cayetana Nicolás Ramón,rzabaleta@example.org,,Femenino,2024-05-14,False,"Teléfono inválido, Teléfono ausente"
CL-12985,Natividad Benitez Juan,@gmail.com,7923424404811,Femenino,2024-05-22,False,Email inválido
CL-08744,Eufemia Ayala Godoy,olivergeronimo@example.net,9403387962842,No especificado,2024-06-19,False,Género inválido
CL-08748,Jose Angel Fabricio Alsina Avilés,micaelapuerta@example.org,,Femenino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-12989,Miguela Bonilla,correo@.com,2743835698421,Masculino,2025-08-04,False,Email inválido
CL-08752,Victoria Prats Cózar,perelloadriana@example.net,3754455001181,No especificado,2024-05-03,False,Género inválido
CL-12993,123,,,No especificado,2025-05-28,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-08772,Jose Carlos Cañellas Ródenas,vivianaordonez@example.com,,Femenino,2023-09-02,False,"Teléfono inválido, Teléfono ausente"
CL-08776,Sofía Llorens Paz,edmundo20@example.com,2272613297663,No especificado,2024-05-08,False,Género inválido
CL-08780,Maxi Camacho Cuervo,,6482498865953,Masculino,2024-02-12,False,Email inválido
CL-08784,Gregorio Sanz,alondra06@example.org,,No especificado,2000-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-08790,Julio Pallarès Rius,,8503510164916,Masculino,2025-04-18,False,Email inválido
CL-08792,Edgardo del Blázquez,cristian89@example.org,2225529541239,No especificado,2024-04-29,False,Género inválido
CL-13004,Aarón Juan Pablo Morata Escamilla,roxana66@example.com,,Femenino,2025-06-05,False,"Teléfono inválido, Teléfono ausente"
CL-08800,Severino Cámara Peral,correo@.com,7803889883698,No especificado,2023-10-03,False,"Email inválido, Género inválido"
CL-08810,Rolando Cuenca Diego,correo@.com,3170628959743,Femenino,2024-04-09,False,Email inválido
CL-13010,Celia Adelaida Pera Pineda,dsanchez@example.com,3123942346116,No especificado,2025-08-03,False,Género inválido
CL-13013,@Oliver,,34885787021,Masculino,2026-01-01,False,Email inválido
CL-08830,Amada Gárate Montaña,correo@.com,8441079682870,Femenino,2024-04-04,False,Email inválido
CL-08832,Silvia Tejedor-Buendía,pinamelisa@example.org,,No especificado,2024-10-15,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-13021,Joan Asenjo Nieto,viriarte@example.com,6754865172790,No especificado,2024-06-15,False,Género inválido
CL-13023,Leocadio Gutierrez Tomás,nuriaserna@example.net,,Femenino,2023-11-06,False,"Teléfono inválido, Teléfono ausente"
CL-13024,Germán Tamarit-Alcalde,correo@.com,7706295487041,Masculino,2024-07-16,False,Email inválido
CL-13027,Ovidio Laguna-Arellano,tellezaugusto@example.org,,Femenino,2024-07-15,False,"Teléfono inválido, Teléfono ausente"
CL-08864,Humberto Muro Arenas,elpidio48@example.org,3409037606262,No especificado,2023-10-11,False,Género inválido
CL-08868,César Lasa Ureña,reguerahoracio@example.com,,Masculino,2025-04-30,False,"Teléfono inválido, Teléfono ausente"
CL-08870,Juan Antonio Palomares Esteban,correo@.com,5176539600562,Femenino,2024-02-08,False,Email inválido
CL-08880,@Oliver,@gmail.com,,No especificado,2024-08-17,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
